,syllable,count,P,F
4752,vœlkt,1,9.895e-07,0.9916944048
4753,vœl,1,9.895e-07,0.9916953942
4754,vœçç,1,9.895e-07,0.9916963837
4755,vœɐp,1,9.895e-07,0.9916973732
4756,vœɐlt,1,9.895e-07,0.9916983626
4757,vœɐl,1,9.895e-07,0.9916993521
4758,vɐn,1,9.895e-07,0.9917003416
4759,vøːs,1,9.895e-07,0.991701331
4760,vøːŋ,1,9.895e-07,0.9917023205
4761,vø,1,9.895e-07,0.99170331
4762,ux,1,9.895e-07,0.9917042994
4763,uːf,1,9.895e-07,0.9917052889
4764,tvan,1,9.895e-07,0.9917062784
4765,tuːts,1,9.895e-07,0.9917072678
4766,tuːst,1,9.895e-07,0.9917082573
4767,tuːd,1,9.895e-07,0.9917092468
4768,tsyːl,1,9.895e-07,0.9917102362
4769,tsy,1,9.895e-07,0.9917112257
4770,tsvoːt,1,9.895e-07,0.9917122152
4771,tsvoːm,1,9.895e-07,0.9917132046
4772,tsvantsç,1,9.895e-07,0.9917141941
4773,tsvaŋs,1,9.895e-07,0.9917151836
4774,tsvaŋ,1,9.895e-07,0.9917161731
4775,tsvɪs,1,9.895e-07,0.9917171625
4776,tsvɪ,1,9.895e-07,0.991718152
4777,tsvɛŋt,1,9.895e-07,0.9917191415
4778,tsvɛɐ,1,9.895e-07,0.9917201309
4779,tsvɛ,1,9.895e-07,0.9917211204
4780,tsum,1,9.895e-07,0.9917221099
4781,tsuf,1,9.895e-07,0.9917230993
4782,tsub,1,9.895e-07,0.9917240888
4783,tsuʃ,1,9.895e-07,0.9917250783
4784,tsuːn,1,9.895e-07,0.9917260677
4785,tsuːkf,1,9.895e-07,0.9917270572
4786,tsteː,1,9.895e-07,0.9917280467
4787,tstaːks,1,9.895e-07,0.9917290361
4788,tstɪn,1,9.895e-07,0.9917300256
4789,tstə,1,9.895e-07,0.9917310151
4790,tsoːɡ,1,9.895e-07,0.9917320045
4791,tsmç,1,9.895e-07,0.991732994
4792,tskʊn,1,9.895e-07,0.9917339835
4793,tskɛɐn,1,9.895e-07,0.9917349729
4794,tsjʊm,1,9.895e-07,0.9917359624
4795,tsjøːs,1,9.895e-07,0.9917369519
4796,tsiːr,1,9.895e-07,0.9917379414
4797,tsiːɡ,1,9.895e-07,0.9917389308
4798,tsiːŋsv,1,9.895e-07,0.9917399203
4799,tsiːŋ,1,9.895e-07,0.9917409098
4800,tsfoːɐ,1,9.895e-07,0.9917418992
4801,tsfɛː,1,9.895e-07,0.9917428887
4802,tseːt,1,9.895e-07,0.9917438782
4803,tseːs,1,9.895e-07,0.9917448676
4804,tsat,1,9.895e-07,0.9917458571
4805,tsapf,1,9.895e-07,0.9917468466
4806,tsamt,1,9.895e-07,0.991747836
4807,tsaɪts,1,9.895e-07,0.9917488255
4808,tsaːm,1,9.895e-07,0.991749815
4809,tsʏn,1,9.895e-07,0.9917508044
4810,tsʏl,1,9.895e-07,0.9917517939
4811,tsʏkt,1,9.895e-07,0.9917527834
4812,tsʊx,1,9.895e-07,0.9917537728
4813,tsʊpft,1,9.895e-07,0.9917547623
4814,tsʊp,1,9.895e-07,0.9917557518
4815,tsʊk,1,9.895e-07,0.9917567412
4816,tsʊʃ,1,9.895e-07,0.9917577307
4817,tsɒuːɐ,1,9.895e-07,0.9917587202
4818,tsɒoː,1,9.895e-07,0.9917597097
4819,tsɒe,1,9.895e-07,0.9917606991
4820,tsɒan,1,9.895e-07,0.9917616886
4821,tsɔl,1,9.895e-07,0.9917626781
4822,tsɔk,1,9.895e-07,0.9917636675
4823,tsɔfs,1,9.895e-07,0.991764657
4824,tsɔʏt,1,9.895e-07,0.9917656465
4825,tsɔʏm,1,9.895e-07,0.9917666359
4826,tsɔʏkt,1,9.895e-07,0.9917676254
4827,tsɪmç,1,9.895e-07,0.9917686149
4828,tsɪŋjs,1,9.895e-07,0.9917696043
4829,tsɛr,1,9.895e-07,0.9917705938
4830,tsɛpt,1,9.895e-07,0.9917715833
4831,tsɛːl,1,9.895e-07,0.9917725727
4832,tryː,1,9.895e-07,0.9917735622
4833,truŋk,1,9.895e-07,0.9917745517
4834,truːk,1,9.895e-07,0.9917755411
4835,troːs,1,9.895e-07,0.9917765306
4836,troːf,1,9.895e-07,0.9917775201
4837,treːn,1,9.895e-07,0.9917785095
4838,tran,1,9.895e-07,0.991779499
4839,traʊt,1,9.895e-07,0.9917804885
4840,traʊns,1,9.895e-07,0.9917814779
4841,traɪpt,1,9.895e-07,0.9917824674
4842,traːp,1,9.895e-07,0.9917834569
4843,traːkt,1,9.895e-07,0.9917844464
4844,trʊp,1,9.895e-07,0.9917854358
4845,trɔʏt,1,9.895e-07,0.9917864253
4846,trɪk,1,9.895e-07,0.9917874148
4847,trɪçt,1,9.895e-07,0.9917884042
4848,trɛnh,1,9.895e-07,0.9917893937
4849,trɛkt,1,9.895e-07,0.9917903832
4850,trɛk,1,9.895e-07,0.9917913726
4851,trɛːs,1,9.895e-07,0.9917923621
4852,trɛːn,1,9.895e-07,0.9917933516
4853,toːt,1,9.895e-07,0.991794341
4854,toːsts,1,9.895e-07,0.9917953305
4855,toːm,1,9.895e-07,0.99179632
4856,tls,1,9.895e-07,0.9917973094
4857,tjuːt,1,9.895e-07,0.9917982989
4858,tjal,1,9.895e-07,0.9917992884
4859,tjɛː,1,9.895e-07,0.9918002778
4860,tiːt,1,9.895e-07,0.9918012673
4861,tiːp,1,9.895e-07,0.9918022568
4862,tiːns,1,9.895e-07,0.9918032462
4863,tiːfs,1,9.895e-07,0.9918042357
4864,tiːçt,1,9.895e-07,0.9918052252
4865,tiːçs,1,9.895e-07,0.9918062147
4866,tiːɐd,1,9.895e-07,0.9918072041
4867,tf,1,9.895e-07,0.9918081936
4868,teːls,1,9.895e-07,0.9918091831
4869,taxt,1,9.895e-07,0.9918101725
4870,tans,1,9.895e-07,0.991811162
4871,taks,1,9.895e-07,0.9918121515
4872,taʊt,1,9.895e-07,0.9918131409
4873,taːlt,1,9.895e-07,0.9918141304
4874,taːls,1,9.895e-07,0.9918151199
4875,taːɡŋ,1,9.895e-07,0.9918161093
4876,taːd,1,9.895e-07,0.9918170988
4877,tʏs,1,9.895e-07,0.9918180883
4878,tʏk,1,9.895e-07,0.9918190777
4879,tʏɐ,1,9.895e-07,0.9918200672
4880,tʊms,1,9.895e-07,0.9918210567
4881,tʊls,1,9.895e-07,0.9918220461
4882,tʊk,1,9.895e-07,0.9918230356
4883,tʃteːt,1,9.895e-07,0.9918240251
4884,tʃtat,1,9.895e-07,0.9918250145
4885,tʃtan,1,9.895e-07,0.991826004
4886,tʃtʊn,1,9.895e-07,0.9918269935
4887,tʃtɛt,1,9.895e-07,0.9918279829
4888,tʃpl,1,9.895e-07,0.9918289724
4889,tʃpiːl,1,9.895e-07,0.9918299619
4890,tʃoː,1,9.895e-07,0.9918309514
4891,tʃeːt,1,9.895e-07,0.9918319408
4892,tʃat,1,9.895e-07,0.9918329303
4893,tʃar,1,9.895e-07,0.9918339198
4894,tʃants,1,9.895e-07,0.9918349092
4895,tʃant,1,9.895e-07,0.9918358987
4896,tʃam,1,9.895e-07,0.9918368882
4897,tʃafts,1,9.895e-07,0.9918378776
4898,tʃaɪt,1,9.895e-07,0.9918388671
4899,tʃaːrt,1,9.895e-07,0.9918398566
4900,tʃaːls,1,9.895e-07,0.991840846
4901,tʃa,1,9.895e-07,0.9918418355
4902,tʃʏts,1,9.895e-07,0.991842825
4903,tʃɒɛ,1,9.895e-07,0.9918438144
4904,tʃɪk,1,9.895e-07,0.9918448039
4905,tʃɛkt,1,9.895e-07,0.9918457934
4906,tʃəs,1,9.895e-07,0.9918467828
4907,tɒaʊf,1,9.895e-07,0.9918477723
4908,tɒɔɐt,1,9.895e-07,0.9918487618
4909,tɒɛnt,1,9.895e-07,0.9918497512
4910,tɒœf,1,9.895e-07,0.9918507407
4911,tɔps,1,9.895e-07,0.9918517302
4912,tɔn,1,9.895e-07,0.9918527197
4913,tɔʏp,1,9.895e-07,0.9918537091
4914,tɔŋ,1,9.895e-07,0.9918546986
4915,tɔɐst,1,9.895e-07,0.9918556881
4916,tɔɐm,1,9.895e-07,0.9918566775
4917,tɪns,1,9.895e-07,0.991857667
4918,tɪm,1,9.895e-07,0.9918586565
4919,tɪkst,1,9.895e-07,0.9918596459
4920,tɪj,1,9.895e-07,0.9918606354
4921,tɛlts,1,9.895e-07,0.9918616249
4922,tɛf,1,9.895e-07,0.9918626143
4923,tɛŋ,1,9.895e-07,0.9918636038
4924,tɛɐm,1,9.895e-07,0.9918645933
4925,tər,1,9.895e-07,0.9918655827
4926,tənt,1,9.895e-07,0.9918665722
4927,təls,1,9.895e-07,0.9918675617
4928,tœlts,1,9.895e-07,0.9918685511
4929,tɐç,1,9.895e-07,0.9918695406
4930,szɛl,1,9.895e-07,0.9918705301
4931,sviː,1,9.895e-07,0.9918715195
4932,svants,1,9.895e-07,0.991872509
4933,svans,1,9.895e-07,0.9918734985
4934,svœf,1,9.895e-07,0.991874488
4935,suf,1,9.895e-07,0.9918754774
4936,stse,1,9.895e-07,0.9918764669
4937,streː,1,9.895e-07,0.9918774564
4938,straː,1,9.895e-07,0.9918784458
4939,strɛf,1,9.895e-07,0.9918794353
4940,stjuɐ,1,9.895e-07,0.9918804248
4941,steːt,1,9.895e-07,0.9918814142
4942,staːrs,1,9.895e-07,0.9918824037
4943,staːk,1,9.895e-07,0.9918833932
4944,stɔb,1,9.895e-07,0.9918843826
4945,stɛr,1,9.895e-07,0.9918853721
4946,ssiː,1,9.895e-07,0.9918863616
4947,ssʊm,1,9.895e-07,0.991887351
4948,ss,1,9.895e-07,0.9918883405
4949,splat,1,9.895e-07,0.99188933
4950,splaːn,1,9.895e-07,0.9918903194
4951,splɛt,1,9.895e-07,0.9918913089
4952,speːs,1,9.895e-07,0.9918922984
4953,spe,1,9.895e-07,0.9918932878
4954,spaːr,1,9.895e-07,0.9918942773
4955,soːp,1,9.895e-07,0.9918952668
4956,snh,1,9.895e-07,0.9918962562
4957,snax,1,9.895e-07,0.9918972457
4958,snar,1,9.895e-07,0.9918982352
4959,snan,1,9.895e-07,0.9918992247
4960,snals,1,9.895e-07,0.9919002141
4961,snaɪt,1,9.895e-07,0.9919012036
4962,snaɪ,1,9.895e-07,0.9919021931
4963,snʊts,1,9.895e-07,0.9919031825
4964,snɔps,1,9.895e-07,0.991904172
4965,snɔp,1,9.895e-07,0.9919051615
4966,snɪts,1,9.895e-07,0.9919061509
4967,snɛk,1,9.895e-07,0.9919071404
4968,snəs,1,9.895e-07,0.9919081299
4969,smuːθ,1,9.895e-07,0.9919091193
4970,sma,1,9.895e-07,0.9919101088
4971,slt,1,9.895e-07,0.9919110983
4972,slɔt,1,9.895e-07,0.9919120877
4973,slɪŋ,1,9.895e-07,0.9919130772
4974,skraŋ,1,9.895e-07,0.9919140667
4975,skaː,1,9.895e-07,0.9919150561
4976,skɛps,1,9.895e-07,0.9919160456
4977,sjoːm,1,9.895e-07,0.9919170351
4978,sjoːŋ,1,9.895e-07,0.9919180245
4979,sjɔt,1,9.895e-07,0.991919014
4980,sjœɐk,1,9.895e-07,0.9919200035
4981,siːf,1,9.895e-07,0.991920993
4982,sɡeː,1,9.895e-07,0.9919219824
4983,sfʏnf,1,9.895e-07,0.9919229719
4984,seːnt,1,9.895e-07,0.9919239614
4985,seːl,1,9.895e-07,0.9919249508
4986,se,1,9.895e-07,0.9919259403
4987,sboː,1,9.895e-07,0.9919269298
4988,sãː,1,9.895e-07,0.9919279192
4989,saz,1,9.895e-07,0.9919289087
4990,sasst,1,9.895e-07,0.9919298982
4991,sal,1,9.895e-07,0.9919308876
4992,saʊnt,1,9.895e-07,0.9919318771
4993,saɪz,1,9.895e-07,0.9919328666
4994,saɪns,1,9.895e-07,0.991933856
4995,saɪn,1,9.895e-07,0.9919348455
4996,saɪd,1,9.895e-07,0.991935835
4997,saɪŋ,1,9.895e-07,0.9919368244
4998,saːxt,1,9.895e-07,0.9919378139
4999,saːm,1,9.895e-07,0.9919388034
5000,saːks,1,9.895e-07,0.9919397928
5001,sʏkt,1,9.895e-07,0.9919407823
5002,sʊx,1,9.895e-07,0.9919417718
5003,sʊɐ,1,9.895e-07,0.9919427612
5004,sɒɛs,1,9.895e-07,0.9919437507
5005,sɒɛn,1,9.895e-07,0.9919447402
5006,sɔlɒ,1,9.895e-07,0.9919457297
5007,sɔŋ,1,9.895e-07,0.9919467191
5008,sɔɐ,1,9.895e-07,0.9919477086
5009,sɪɡ,1,9.895e-07,0.9919486981
5010,sɪçt,1,9.895e-07,0.9919496875
5011,sɛlps,1,9.895e-07,0.991950677
5012,sɛkst,1,9.895e-07,0.9919516665
5013,sɛf,1,9.895e-07,0.9919526559
5014,sɛɐn,1,9.895e-07,0.9919536454
5015,sɛɐb,1,9.895e-07,0.9919546349
5016,sɛ,1,9.895e-07,0.9919556243
5017,sət,1,9.895e-07,0.9919566138
5018,səm,1,9.895e-07,0.9919576033
5019,səlt,1,9.895e-07,0.9919585927
5020,sœr,1,9.895e-07,0.9919595822
5021,ryːt,1,9.895e-07,0.9919605717
5022,ruːs,1,9.895e-07,0.9919615611
5023,ros,1,9.895e-07,0.9919625506
5024,rol,1,9.895e-07,0.9919635401
5025,rit,1,9.895e-07,0.9919645295
5026,ril,1,9.895e-07,0.991965519
5027,riːt,1,9.895e-07,0.9919665085
5028,riːm,1,9.895e-07,0.991967498
5029,ren,1,9.895e-07,0.9919684874
5030,rel,1,9.895e-07,0.9919694769
5031,reːb,1,9.895e-07,0.9919704664
5032,reːçt,1,9.895e-07,0.9919714558
5033,ram,1,9.895e-07,0.9919724453
5034,ralf,1,9.895e-07,0.9919734348
5035,raʊpt,1,9.895e-07,0.9919744242
5036,raʊʃt,1,9.895e-07,0.9919754137
5037,raɪss,1,9.895e-07,0.9919764032
5038,raɪsp,1,9.895e-07,0.9919773926
5039,raɪnt,1,9.895e-07,0.9919783821
5040,raɪnʃs,1,9.895e-07,0.9919793716
5041,raɪjt,1,9.895e-07,0.991980361
5042,raɪh,1,9.895e-07,0.9919813505
5043,raɪʃt,1,9.895e-07,0.99198234
5044,raɪçst,1,9.895e-07,0.9919833294
5045,raː̃s,1,9.895e-07,0.9919843189
5046,raːtʃ,1,9.895e-07,0.9919853084
5047,raːst,1,9.895e-07,0.9919862978
5048,raːpt,1,9.895e-07,0.9919872873
5049,raːkt,1,9.895e-07,0.9919882768
5050,rʏl,1,9.895e-07,0.9919892663
5051,rɒa,1,9.895e-07,0.9919902557
5052,rɒɔɐt,1,9.895e-07,0.9919912452
5053,rɔ̃,1,9.895e-07,0.9919922347
5054,rɔx,1,9.895e-07,0.9919932241
5055,rɔms,1,9.895e-07,0.9919942136
5056,rɔʏs,1,9.895e-07,0.9919952031
5057,rɔʏn,1,9.895e-07,0.9919961925
5058,rɪtst,1,9.895e-07,0.991997182
5059,rɪls,1,9.895e-07,0.9919981715
5060,rɪɡ,1,9.895e-07,0.9919991609
5061,rɪçs,1,9.895e-07,0.9920001504
5062,rɛstç,1,9.895e-07,0.9920011399
5063,rɛss,1,9.895e-07,0.9920021293
5064,rɛp,1,9.895e-07,0.9920031188
5065,rɛʃ,1,9.895e-07,0.9920041083
5066,rɛŋkt,1,9.895e-07,0.9920050977
5067,rət,1,9.895e-07,0.9920060872
5068,rəp,1,9.895e-07,0.9920070767
5069,rənf,1,9.895e-07,0.9920080661
5070,rəʊf,1,9.895e-07,0.9920090556
5071,rœs,1,9.895e-07,0.9920100451
5072,røːs,1,9.895e-07,0.9920110345
5073,pstm,1,9.895e-07,0.992012024
5074,pstɒuːɐ,1,9.895e-07,0.9920130135
5075,psfoːɐ,1,9.895e-07,0.992014003
5076,psfeːɐ,1,9.895e-07,0.9920149924
5077,psɛn,1,9.895e-07,0.9920159819
5078,psɛɐ,1,9.895e-07,0.9920169714
5079,psəl,1,9.895e-07,0.9920179608
5080,psə,1,9.895e-07,0.9920189503
5081,proːt,1,9.895e-07,0.9920199398
5082,proːs,1,9.895e-07,0.9920209292
5083,proːpt,1,9.895e-07,0.9920219187
5084,priːn,1,9.895e-07,0.9920229082
5085,prem,1,9.895e-07,0.9920238976
5086,pralt,1,9.895e-07,0.9920248871
5087,praʊxt,1,9.895e-07,0.9920258766
5088,praʊn,1,9.895e-07,0.992026866
5089,praɪz,1,9.895e-07,0.9920278555
5090,praɪt,1,9.895e-07,0.992028845
5091,praːn,1,9.895e-07,0.9920298344
5092,praːk,1,9.895e-07,0.9920308239
5093,pra,1,9.895e-07,0.9920318134
5094,prʏk,1,9.895e-07,0.9920328028
5095,prɔn,1,9.895e-07,0.9920337923
5096,prɔmpt,1,9.895e-07,0.9920347818
5097,prɔʏ,1,9.895e-07,0.9920357713
5098,prɪt,1,9.895e-07,0.9920367607
5099,prɪs,1,9.895e-07,0.9920377502
5100,prɪns,1,9.895e-07,0.9920387397
5101,prɪm,1,9.895e-07,0.9920397291
5102,prɛːk,1,9.895e-07,0.9920407186
5103,prəm,1,9.895e-07,0.9920417081
5104,prøː,1,9.895e-07,0.9920426975
5105,ploːm,1,9.895e-07,0.992043687
5106,pliːs,1,9.895e-07,0.9920446765
5107,ple,1,9.895e-07,0.9920456659
5108,plaɪ,1,9.895e-07,0.9920466554
5109,plaːns,1,9.895e-07,0.9920476449
5110,plaːnh,1,9.895e-07,0.9920486343
5111,plaːk,1,9.895e-07,0.9920496238
5112,plaːɡ,1,9.895e-07,0.9920506133
5113,plɔs,1,9.895e-07,0.9920516027
5114,plɪs,1,9.895e-07,0.9920525922
5115,plɪf,1,9.895e-07,0.9920535817
5116,plɪʃ,1,9.895e-07,0.9920545711
5117,plɛɐ,1,9.895e-07,0.9920555606
5118,plɛ,1,9.895e-07,0.9920565501
5119,piːr,1,9.895e-07,0.9920575395
5120,pfleːkt,1,9.895e-07,0.992058529
5121,pfleːçt,1,9.895e-07,0.9920595185
5122,pfleː,1,9.895e-07,0.992060508
5123,pflas,1,9.895e-07,0.9920614974
5124,pflants,1,9.895e-07,0.9920624869
5125,pflaʊ,1,9.895e-07,0.9920634764
5126,pflɪç,1,9.895e-07,0.9920644658
5127,pfiːɐ,1,9.895e-07,0.9920654553
5128,pfaŋ,1,9.895e-07,0.9920664448
5129,pfaːr,1,9.895e-07,0.9920674342
5130,pfɔɐts,1,9.895e-07,0.9920684237
5131,pfɪt,1,9.895e-07,0.9920694132
5132,pfɪf,1,9.895e-07,0.9920704026
5133,pfəl,1,9.895e-07,0.9920713921
5134,pf,1,9.895e-07,0.9920723816
5135,peːtʃ,1,9.895e-07,0.992073371
5136,peːdʒ,1,9.895e-07,0.9920743605
5137,peɐ,1,9.895e-07,0.99207535
5138,paps,1,9.895e-07,0.9920763394
5139,pʊmp,1,9.895e-07,0.9920773289
5140,pʊk,1,9.895e-07,0.9920783184
5141,pʊŋks,1,9.895e-07,0.9920793078
5142,pʊ,1,9.895e-07,0.9920802973
5143,pʃta,1,9.895e-07,0.9920812868
5144,pʃaf,1,9.895e-07,0.9920822763
5145,pʃʊs,1,9.895e-07,0.9920832657
5146,pɔt,1,9.895e-07,0.9920842552
5147,pɔsts,1,9.895e-07,0.9920852447
5148,pɔn,1,9.895e-07,0.9920862341
5149,pɔl,1,9.895e-07,0.9920872236
5150,pɔʏnt,1,9.895e-07,0.9920882131
5151,pɪn,1,9.895e-07,0.9920892025
5152,pɪkt,1,9.895e-07,0.992090192
5153,pɪk,1,9.895e-07,0.9920911815
5154,pɪŋk,1,9.895e-07,0.9920921709
5155,pɛts,1,9.895e-07,0.9920931604
5156,pɛp,1,9.895e-07,0.9920941499
5157,pɛːɐ,1,9.895e-07,0.9920951393
5158,pœt,1,9.895e-07,0.9920961288
5159,pœs,1,9.895e-07,0.9920971183
5160,oːp,1,9.895e-07,0.9920981077
5161,oːd,1,9.895e-07,0.9920990972
5162,nzrəm,1,9.895e-07,0.9921000867
5163,nzɔns,1,9.895e-07,0.9921010761
5164,nzəl,1,9.895e-07,0.9921020656
5165,nzɐ,1,9.895e-07,0.9921030551
5166,nyːks,1,9.895e-07,0.9921040445
5167,nyːç,1,9.895e-07,0.992105034
5168,nvaːr,1,9.895e-07,0.9921060235
5169,nvɪç,1,9.895e-07,0.992107013
5170,ntsl,1,9.895e-07,0.9921080024
5171,ntsɪç,1,9.895e-07,0.9921089919
5172,ntrɪts,1,9.895e-07,0.9921099814
5173,ntrɪ,1,9.895e-07,0.9921109708
5174,ntn,1,9.895e-07,0.9921119603
5175,nti,1,9.895e-07,0.9921129498
5176,ntaːk,1,9.895e-07,0.9921139392
5177,ntʃɛk,1,9.895e-07,0.9921149287
5178,ntɛn,1,9.895e-07,0.9921159182
5179,ntç,1,9.895e-07,0.9921169076
5180,ntən,1,9.895e-07,0.9921178971
5181,nsvasst,1,9.895e-07,0.9921188866
5182,nsvantsç,1,9.895e-07,0.992119876
5183,nsva,1,9.895e-07,0.9921208655
5184,nsti,1,9.895e-07,0.992121855
5185,nstal,1,9.895e-07,0.9921228444
5186,nsrɐ,1,9.895e-07,0.9921238339
5187,nspɛk,1,9.895e-07,0.9921248234
5188,nsl,1,9.895e-07,0.9921258128
5189,nsɡə,1,9.895e-07,0.9921268023
5190,nsbəʃ,1,9.895e-07,0.9921277918
5191,nsbə,1,9.895e-07,0.9921287813
5192,nruːf,1,9.895e-07,0.9921297707
5193,nreːs,1,9.895e-07,0.9921307602
5194,nraɪs,1,9.895e-07,0.9921317497
5195,nraɪns,1,9.895e-07,0.9921327391
5196,nrɪ,1,9.895e-07,0.9921337286
5197,nplaːn,1,9.895e-07,0.9921347181
5198,nof,1,9.895e-07,0.9921357075
5199,noːr,1,9.895e-07,0.992136697
5200,noːm,1,9.895e-07,0.9921376865
5201,noːɐ,1,9.895e-07,0.9921386759
5202,nkvar,1,9.895e-07,0.9921396654
5203,njuː,1,9.895e-07,0.9921406549
5204,nja,1,9.895e-07,0.9921416443
5205,niːt,1,9.895e-07,0.9921426338
5206,niːnst,1,9.895e-07,0.9921436233
5207,niːn,1,9.895e-07,0.9921446127
5208,niːm,1,9.895e-07,0.9921456022
5209,niːl,1,9.895e-07,0.9921465917
5210,niːk,1,9.895e-07,0.9921475811
5211,niːɐd,1,9.895e-07,0.9921485706
5212,nhalt,1,9.895e-07,0.9921495601
5213,nhʊn,1,9.895e-07,0.9921505496
5214,nɡʏns,1,9.895e-07,0.992151539
5215,nɡʃtiː,1,9.895e-07,0.9921525285
5216,nfyː,1,9.895e-07,0.992153518
5217,nfos,1,9.895e-07,0.9921545074
5218,nes,1,9.895e-07,0.9921554969
5219,neːz,1,9.895e-07,0.9921564864
5220,neːs,1,9.895e-07,0.9921574758
5221,ndrʊk,1,9.895e-07,0.9921584653
5222,ndɛks,1,9.895e-07,0.9921594548
5223,ndə,1,9.895e-07,0.9921604442
5224,nbiː,1,9.895e-07,0.9921614337
5225,nbdɪŋt,1,9.895e-07,0.9921624232
5226,nants,1,9.895e-07,0.9921634126
5227,naŋs,1,9.895e-07,0.9921644021
5228,naɪk,1,9.895e-07,0.9921653916
5229,naːz,1,9.895e-07,0.992166381
5230,naːxst,1,9.895e-07,0.9921673705
5231,naːxʃ,1,9.895e-07,0.99216836
5232,naːts,1,9.895e-07,0.9921693494
5233,naɐts,1,9.895e-07,0.9921703389
5234,nʏst,1,9.895e-07,0.9921713284
5235,nʏf,1,9.895e-07,0.9921723178
5236,nʊndr,1,9.895e-07,0.9921733073
5237,nʊnɒ,1,9.895e-07,0.9921742968
5238,nʊk,1,9.895e-07,0.9921752863
5239,nʊɐç,1,9.895e-07,0.9921762757
5240,nʃtraːl,1,9.895e-07,0.9921772652
5241,nʃtɪç,1,9.895e-07,0.9921782547
5242,nʃtɛk,1,9.895e-07,0.9921792441
5243,nʃal,1,9.895e-07,0.9921802336
5244,nʃaʊn,1,9.895e-07,0.9921812231
5245,nɒi,1,9.895e-07,0.9921822125
5246,nɒan,1,9.895e-07,0.992183202
5247,nɒaʊs,1,9.895e-07,0.9921841915
5248,nɒaʊf,1,9.895e-07,0.9921851809
5249,nɒaːmt,1,9.895e-07,0.9921861704
5250,nɒaː,1,9.895e-07,0.9921871599
5251,nɒʊts,1,9.895e-07,0.9921881493
5252,nɒʊns,1,9.895e-07,0.9921891388
5253,nɒɔn,1,9.895e-07,0.9921901283
5254,nɒɪn,1,9.895e-07,0.9921911177
5255,nɒ,1,9.895e-07,0.9921921072
5256,nɔʏt,1,9.895e-07,0.9921930967
5257,nɔʏnsç,1,9.895e-07,0.9921940861
5258,nɪɐŋts,1,9.895e-07,0.9921950756
5259,nɪɐŋ,1,9.895e-07,0.9921960651
5260,nɛm,1,9.895e-07,0.9921970546
5261,nɛkst,1,9.895e-07,0.992198044
5262,nɛʃ,1,9.895e-07,0.9921990335
5263,nɛːɐs,1,9.895e-07,0.992200023
5264,nɛːɐn,1,9.895e-07,0.9922010124
5265,nɛɐv,1,9.895e-07,0.9922020019
5266,nɛɐf,1,9.895e-07,0.9922029914
5267,myːn,1,9.895e-07,0.9922039808
5268,myːd,1,9.895e-07,0.9922049703
5269,muːɐ,1,9.895e-07,0.9922059598
5270,mt,1,9.895e-07,0.9922069492
5271,mst,1,9.895e-07,0.9922079387
5272,moːs,1,9.895e-07,0.9922089282
5273,mneːçs,1,9.895e-07,0.9922099176
5274,ml,1,9.895e-07,0.9922109071
5275,miːr,1,9.895e-07,0.9922118966
5276,miːm,1,9.895e-07,0.992212886
5277,mɡeː,1,9.895e-07,0.9922138755
5278,mɡe,1,9.895e-07,0.992214865
5279,matʃ,1,9.895e-07,0.9922158544
5280,mars,1,9.895e-07,0.9922168439
5281,marktp,1,9.895e-07,0.9922178334
5282,marks,1,9.895e-07,0.9922188228
5283,maʊs,1,9.895e-07,0.9922198123
5284,maθ,1,9.895e-07,0.9922208018
5285,maɪnd,1,9.895e-07,0.9922217913
5286,maɪk,1,9.895e-07,0.9922227807
5287,maɪʃp,1,9.895e-07,0.9922237702
5288,maːrt,1,9.895e-07,0.9922247597
5289,maːkst,1,9.895e-07,0.9922257491
5290,maːd,1,9.895e-07,0.9922267386
5291,mʏt,1,9.895e-07,0.9922277281
5292,mʊm,1,9.895e-07,0.9922287175
5293,mʊf,1,9.895e-07,0.992229707
5294,mʊŋs,1,9.895e-07,0.9922306965
5295,mʃtɛt,1,9.895e-07,0.9922316859
5296,mɒap,1,9.895e-07,0.9922326754
5297,mɔxt,1,9.895e-07,0.9922336649
5298,mɔts,1,9.895e-07,0.9922346543
5299,mɔl,1,9.895e-07,0.9922356438
5300,mɔʏn,1,9.895e-07,0.9922366333
5301,mɔʏ,1,9.895e-07,0.9922376227
5302,mɔɐt,1,9.895e-07,0.9922386122
5303,mɔɐɡ,1,9.895e-07,0.9922396017
5304,mɪz,1,9.895e-07,0.9922405911
5305,mɪm,1,9.895e-07,0.9922415806
5306,mɪlç,1,9.895e-07,0.9922425701
5307,mɪks,1,9.895e-07,0.9922435596
5308,mɪçt,1,9.895e-07,0.992244549
5309,mɛtʃ,1,9.895e-07,0.9922455385
5310,mɛnɒ,1,9.895e-07,0.992246528
5311,mɛç,1,9.895e-07,0.9922475174
5312,mɛːl,1,9.895e-07,0.9922485069
5313,mɛːç,1,9.895e-07,0.9922494964
5314,mɛɐtʃ,1,9.895e-07,0.9922504858
5315,mɛɐs,1,9.895e-07,0.9922514753
5316,mɛ,1,9.895e-07,0.9922524648
5317,mənt,1,9.895e-07,0.9922534542
5318,mœk,1,9.895e-07,0.9922544437
5319,mœʃ,1,9.895e-07,0.9922554332
5320,mœɐs,1,9.895e-07,0.9922564226
5321,mɐl,1,9.895e-07,0.9922574121
5322,møːk,1,9.895e-07,0.9922584016
5323,lut,1,9.895e-07,0.992259391
5324,luːp,1,9.895e-07,0.9922603805
